1000000,-1.3255
2000000,-1.76
3000000,-1.7879333333333334
4000000,-1.1256
5000000,-1.65182
6000000,-1.72575
7000000,-0.9349857142857142
8000000,-1.1724875
9000000,-1.262688888888889
10000000,-1.60679
11000000,-1.4188363636363637
12000000,-1.207625
13000000,-0.8290846153846154
14000000,-0.9204
15000000,-0.5508133333333334
16000000,-0.37381875000000003
17000000,-0.15239411764705882
18000000,0.1756388888888889
19000000,0.42469473684210524
20000000,0.08939
21000000,-0.05964285714285714
22000000,-0.017068181818181816
23000000,-0.05567391304347827
24000000,-0.0684125
25000000,-0.44361599999999995
26000000,-0.24058461538461537
27000000,-0.1167925925925926
28000000,-0.24347142857142856
29000000,-0.4158310344827586
30000000,-0.31964
31000000,-0.47569032258064514
32000000,-6.375E-4
33000000,0.13436363636363638
34000000,-0.028470588235294116
35000000,-0.061220000000000004
36000000,-0.123875
37000000,0.09003783783783784
38000000,-0.04009736842105263
39000000,-0.0995
40000000,-0.1583825
41000000,0.013804878048780488
42000000,-0.11443333333333333
43000000,-0.14504651162790697
44000000,-0.4280613636363636
45000000,-0.3593888888888889
46000000,-0.19349565217391304
47000000,-0.32104255319148933
48000000,-0.5848125
49000000,-0.9305836734693879
50000000,-0.844648
51000000,-0.932121568627451
52000000,-0.5756153846153845
53000000,-0.6962754716981132
54000000,-0.6413555555555556
55000000,-0.5696872727272728
56000000,-0.33027321428571427
57000000,-0.23656140350877194
58000000,-0.19764827586206896
59000000,-0.17137966101694915
60000000,-0.25851
61000000,-0.22193278688524587
62000000,-0.37089032258064514
63000000,-0.3423301587301587
64000000,-0.4447640625
65000000,-0.4575707692307692
66000000,-0.49395000000000006
67000000,-0.2543402985074627
68000000,-0.09621470588235294
69000000,-0.22232898550724636
70000000,-0.07608285714285715
71000000,-0.10182535211267607
72000000,-0.039202777777777774
73000000,-0.02046027397260274
74000000,-0.21514054054054052
75000000,-0.19047333333333333
76000000,-0.2692328947368421
77000000,-0.2435025974025974
78000000,-0.2623846153846154
79000000,-0.3185164556962025
80000000,-0.39342125
81000000,-0.28538024691358027
82000000,-0.2863146341463415
83000000,-0.4058204819277108
84000000,-0.34957261904761905
85000000,-0.13413176470588234
86000000,-0.3635151162790698
87000000,-0.26202068965517245
88000000,-0.04191363636363637
89000000,-0.13504606741573033
90000000,-0.18562777777777778
91000000,-0.2633703296703297
92000000,-0.12449347826086955
93000000,-0.0886247311827957
94000000,0.014390425531914894
95000000,0.0668557894736842
96000000,-0.202103125
97000000,-0.22297938144329896
98000000,-0.037672448979591835
99000000,0.028622222222222223
100000000,-0.331864